period,location_a,location_b,co_mentions
post_forming_government,Dhaka,Nilphamari,3
post_forming_government,Dhaka,Patuakhali,3
post_forming_government,Dhaka,Sunamganj,3
post_forming_government,Dhaka,Thakurgaon,3
post_forming_government,Dhaka,চাঁদপুর,3
post_forming_government,Dhaka,জামালপুর,3
post_forming_government,Dhaka,ঝিনাইদহ,3
post_forming_government,Dhaka,নাটোর,3
post_forming_government,Dhaka,নোয়াখালী,3
post_forming_government,Dhaka,বগুড়া,3
post_forming_government,Dhaka,ময়মনসিংহ,3
post_forming_government,Dinajpur,দিনাজপুর,3
post_forming_government,Gazipur,Pabna,3
post_forming_government,Gazipur,Sirajganj,3
post_forming_government,Jashore,Khulna,3
post_forming_government,Khulna,সাতক্ষীরা,3
post_forming_government,Kushtia,কুষ্টিয়া,3
post_forming_government,Lakshmipur,Noakhali,3
post_forming_government,Pabna,পাবনা,3
post_forming_government,Rajshahi,Sirajganj,3
post_forming_government,Sunamganj,Sylhet,3
post_forming_government,Bagerhat,Khulna,2
post_forming_government,Bandarban,Chattogram,2
post_forming_government,Barishal,Bogura,2
post_forming_government,Barishal,Khulna,2
post_forming_government,Barishal,Rangpur,2
post_forming_government,Barishal,নরসিংদী,2
post_forming_government,Bhola,ভোলা,2
post_forming_government,Bogura,Sylhet,2
post_forming_government,Chattogram,Kushtia,2
post_forming_government,Chattogram,Rangamati,2
post_forming_government,Chattogram,Rangpur,2
post_forming_government,Chattogram,Sylhet,2
post_forming_government,Chattogram,কুষ্টিয়া,2
post_forming_government,Chattogram,চাঁদপুর,2
post_forming_government,Chattogram,নরসিংদী,2
post_forming_government,Chuadanga,Dhaka,2
post_forming_government,Cumilla,Lakshmipur,2
post_forming_government,Dhaka,Gaibandha,2
post_forming_government,Dhaka,Joypurhat,2
post_forming_government,Dhaka,Lalmonirhat,2
post_forming_government,Dhaka,Pirojpur,2
post_forming_government,Dhaka,কুষ্টিয়া,2
post_forming_government,Dhaka,গাইবান্ধা,2
post_forming_government,Dhaka,ঠাকুরগাঁও,2
post_forming_government,Dhaka,নওগাঁ,2
post_forming_government,Dhaka,বান্দরবান,2
post_forming_government,Dhaka,যশোর,2
post_forming_government,Dinajpur,Rangpur,2
post_forming_government,Gaibandha,Rangpur,2
post_forming_government,Gazipur,Khulna,2
post_forming_government,Gazipur,Kishoreganj,2
post_forming_government,Gazipur,Naogaon,2
post_forming_government,Gazipur,Rajshahi,2
post_forming_government,Gazipur,Rangpur,2
post_forming_government,Gazipur,Sylhet,2
post_forming_government,Habiganj,Sylhet,2
post_forming_government,Jamalpur,Tangail,2
post_forming_government,Jamalpur,জামালপুর,2
post_forming_government,Jhenaidah,Khulna,2
post_forming_government,Lalmonirhat,Rangpur,2
post_forming_government,Mymensingh,কিশোরগঞ্জ,2
post_forming_government,Natore,Rajshahi,2
post_forming_government,Rajshahi,নাটোর,2
post_forming_government,Satkhira,সাতক্ষীরা,2
post_forming_government,Sherpur,শেরপুর,2
post_forming_government,Sirajganj,সিরাজগঞ্জ,2
post_forming_government,Sylhet,নরসিংদী,2
post_forming_government,Bagerhat,Barishal,1
post_forming_government,Bagerhat,Bogura,1
post_forming_government,Bagerhat,Gazipur,1
post_forming_government,Bagerhat,Jhenaidah,1
post_forming_government,Bagerhat,Rajshahi,1
post_forming_government,Bandarban,Dhaka,1
post_forming_government,Bandarban,বান্দরবান,1
post_forming_government,Barguna,Barishal,1
post_forming_government,Barguna,বরগুনা,1
post_forming_government,Barishal,Brahmanbaria,1
post_forming_government,Barishal,Cox's Bazar,1
post_forming_government,Barishal,Cumilla,1
post_forming_government,Barishal,Pirojpur,1
post_forming_government,Barishal,Rajshahi,1
post_forming_government,Barishal,নাটোর,1
post_forming_government,Barishal,পিরোজপুর,1
post_forming_government,Barishal,ফরিদপুর,1
post_forming_government,Barishal,বরগুনা,1
post_forming_government,Barishal,ব্রাহ্মণবাড়িয়া,1
post_forming_government,Barishal,ভোলা,1
post_forming_government,Bogura,Dinajpur,1
post_forming_government,Bogura,Pabna,1
post_forming_government,Bogura,Panchagarh,1
post_forming_government,Bogura,Patuakhali,1
post_forming_government,Bogura,ঝিনাইদহ,1
post_forming_government,Bogura,ভোলা,1
post_forming_government,Brahmanbaria,Khulna,1
post_forming_government,Brahmanbaria,Satkhira,1
post_forming_government,Brahmanbaria,ব্রাহ্মণবাড়িয়া,1
post_forming_government,Chandpur,Cumilla,1
post_forming_government,Chandpur,Rajshahi,1
post_forming_government,Chandpur,Shariatpur,1
post_forming_government,Chandpur,Sylhet,1
post_forming_government,Chapainawabganj,Dhaka,1
post_forming_government,Chapainawabganj,Gazipur,1
post_forming_government,Chapainawabganj,চাঁপাইনবাবগঞ্জ,1
post_forming_government,Chattogram,Habiganj,1
post_forming_government,Chattogram,Jhenaidah,1
post_forming_government,Chattogram,Madaripur,1
post_forming_government,Chattogram,Narail,1
post_forming_government,Chattogram,Rajshahi,1
post_forming_government,Chattogram,ঠাকুরগাঁও,1
post_forming_government,Chattogram,নোয়াখালী,1
post_forming_government,Chattogram,পাবনা,1
post_forming_government,Cox's Bazar,Dinajpur,1
post_forming_government,Cox's Bazar,Gazipur,1
post_forming_government,Cox's Bazar,Gopalganj,1
post_forming_government,Cox's Bazar,Khulna,1
post_forming_government,Cox's Bazar,Mymensingh,1
post_forming_government,Cox's Bazar,Natore,1
post_forming_government,Cox's Bazar,Pabna,1
post_forming_government,Cox's Bazar,দিনাজপুর,1
post_forming_government,Cumilla,Khulna,1
post_forming_government,Cumilla,Kushtia,1
post_forming_government,Cumilla,Narayanganj,1
post_forming_government,Cumilla,Noakhali,1
post_forming_government,Cumilla,কুষ্টিয়া,1
post_forming_government,Cumilla,ঠাকুরগাঁও,1
post_forming_government,Cumilla,নোয়াখালী,1
post_forming_government,Cumilla,পঞ্চগড়,1
post_forming_government,Cumilla,ময়মনসিংহ,1
post_forming_government,Dhaka,Habiganj,1
post_forming_government,Dhaka,Kurigram,1
post_forming_government,Dhaka,Rajbari,1
post_forming_government,Dhaka,Rangamati,1
post_forming_government,Dhaka,কুড়িগ্রাম,1
post_forming_government,Dhaka,গোপালগঞ্জ,1
post_forming_government,Dhaka,চাঁপাইনবাবগঞ্জ,1
post_forming_government,Dhaka,চুয়াডাঙ্গা,1
post_forming_government,Dhaka,নারায়ণগঞ্জ,1
post_forming_government,Dhaka,পঞ্চগড়,1
post_forming_government,Dhaka,পটুয়াখালী,1
post_forming_government,Dhaka,পিরোজপুর,1
post_forming_government,Dhaka,বরগুনা,1
post_forming_government,Dhaka,বাগেরহাট,1
post_forming_government,Dhaka,মানিকগঞ্জ,1
post_forming_government,Dhaka,মৌলভীবাজার,1
post_forming_government,Dhaka,রাজবাড়ী,1
post_forming_government,Dhaka,শরীয়তপুর,1
post_forming_government,Dhaka,সিরাজগঞ্জ,1
post_forming_government,Dhaka,সুনামগঞ্জ,1
post_forming_government,Dinajpur,Gazipur,1
post_forming_government,Dinajpur,Joypurhat,1
post_forming_government,Dinajpur,Rajshahi,1
post_forming_government,Dinajpur,Sylhet,1
post_forming_government,Dinajpur,Thakurgaon,1
post_forming_government,Dinajpur,যশোর,1
post_forming_government,Faridpur,Gazipur,1
post_forming_government,Faridpur,Khulna,1
post_forming_government,Faridpur,Magura,1
post_forming_government,Faridpur,Naogaon,1
post_forming_government,Faridpur,Rangpur,1
post_forming_government,Faridpur,নরসিংদী,1
post_forming_government,Faridpur,ফরিদপুর,1
post_forming_government,Feni,Rangamati,1
post_forming_government,Feni,Sylhet,1
post_forming_government,Gazipur,Jamalpur,1
post_forming_government,Gazipur,Narayanganj,1
post_forming_government,Gazipur,Tangail,1
post_forming_government,Gazipur,নওগাঁ,1
post_forming_government,Gazipur,নরসিংদী,1
post_forming_government,Gazipur,পিরোজপুর,1
post_forming_government,Habiganj,Noakhali,1
post_forming_government,Habiganj,হবিগঞ্জ,1
post_forming_government,Jamalpur,Mymensingh,1
post_forming_government,Jamalpur,Sherpur,1
post_forming_government,Jashore,Jessore,1
post_forming_government,Jashore,Satkhira,1
post_forming_government,Jashore,যশোর,1
post_forming_government,Jessore,Kushtia,1
post_forming_government,Jessore,Noakhali,1
post_forming_government,Jessore,Rangamati,1
post_forming_government,Jessore,যশোর,1
post_forming_government,Joypurhat,Naogaon,1
post_forming_government,Joypurhat,যশোর,1
post_forming_government,Khulna,Kishoreganj,1
post_forming_government,Khulna,Narail,1
post_forming_government,Khulna,Patuakhali,1
post_forming_government,Khulna,Rajshahi,1
post_forming_government,Khulna,Rangamati,1
post_forming_government,Khulna,Sylhet,1
post_forming_government,Khulna,গাইবান্ধা,1
post_forming_government,Khulna,চুয়াডাঙ্গা,1
post_forming_government,Khulna,ঝিনাইদহ,1
post_forming_government,Khulna,ভোলা,1
post_forming_government,Khulna,ময়মনসিংহ,1
post_forming_government,Kishoreganj,Mymensingh,1
post_forming_government,Kushtia,Pabna,1
post_forming_government,Kushtia,Rangpur,1
post_forming_government,Kushtia,Satkhira,1
post_forming_government,Kushtia,ঝিনাইদহ,1
post_forming_government,Lakshmipur,নোয়াখালী,1
post_forming_government,Lakshmipur,বাগেরহাট,1
post_forming_government,Lalmonirhat,Narsingdi,1
post_forming_government,Lalmonirhat,লালমনিরহাট,1
post_forming_government,Magura,Pirojpur,1
post_forming_government,Manikganj,Mymensingh,1
post_forming_government,Manikganj,Narayanganj,1
post_forming_government,Manikganj,বান্দরবান,1
post_forming_government,Manikganj,মানিকগঞ্জ,1
post_forming_government,Moulvibazar,Sylhet,1
post_forming_government,Mymensingh,Narayanganj,1
post_forming_government,Mymensingh,Natore,1
post_forming_government,Mymensingh,Pabna,1
post_forming_government,Mymensingh,Rangamati,1
post_forming_government,Mymensingh,ঝিনাইদহ,1
post_forming_government,Mymensingh,নরসিংদী,1
post_forming_government,Mymensingh,শেরপুর,1
post_forming_government,Naogaon,নওগাঁ,1
post_forming_government,Narayanganj,নারায়ণগঞ্জ,1
post_forming_government,Narsingdi,নরসিংদী,1
post_forming_government,Natore,Pabna,1
post_forming_government,Natore,নাটোর,1
post_forming_government,Netrokona,Sylhet,1
post_forming_government,Pabna,নরসিংদী,1
post_forming_government,Panchagarh,বগুড়া,1
post_forming_government,Patuakhali,ঝিনাইদহ,1
post_forming_government,Pirojpur,পিরোজপুর,1
post_forming_government,Rajshahi,Rangpur,1
post_forming_government,Rajshahi,কুষ্টিয়া,1
post_forming_government,Rajshahi,চাঁপাইনবাবগঞ্জ,1
post_forming_government,Rajshahi,ঠাকুরগাঁও,1
post_forming_government,Rajshahi,নওগাঁ,1
post_forming_government,Rajshahi,বগুড়া,1
post_forming_government,Rangamati,Rangpur,1
post_forming_government,Rangamati,নরসিংদী,1
post_forming_government,Rangamati,রাঙ্গামাটি,1
post_forming_government,Rangpur,Thakurgaon,1
post_forming_government,Rangpur,কুড়িগ্রাম,1
post_forming_government,Rangpur,গাইবান্ধা,1
post_forming_government,Rangpur,গোপালগঞ্জ,1
post_forming_government,Rangpur,ঠাকুরগাঁও,1
post_forming_government,Rangpur,দিনাজপুর,1
post_forming_government,Rangpur,নরসিংদী,1
post_forming_government,Rangpur,পাবনা,1
post_forming_government,Rangpur,বগুড়া,1
post_forming_government,Rangpur,রাঙ্গামাটি,1
post_forming_government,Rangpur,লালমনিরহাট,1
post_forming_government,Satkhira,শরীয়তপুর,1
post_forming_government,Sirajganj,Sylhet,1
post_forming_government,Sylhet,বগুড়া,1
post_forming_government,Sylhet,ভোলা,1
post_forming_government,Tangail,টাঙ্গাইল,1
post_forming_government,Tangail,নরসিংদী,1
post_forming_government,Thakurgaon,পঞ্চগড়,1
post_forming_government,কিশোরগঞ্জ,চাঁদপুর,1
